title,content_length,lead_length,lead_length_ratio,num_header2_reference,num_refTag,num_ref_tag,num_page_links,num_cite_temp,num_non_cite_templates,num_categories,num_images_length,num_files_length,has_infobox,num_lv2_headings,num_lv3_headings,website_count,word_count,type
贝桑松,86642,4983,0.05751252279494933,7,0,110,188,112,323,2,0.0020659726229773087,0.00016158445095911913,1,16,31,57,3368,GA
起源 (丹·布朗小說),41495,3265,0.0786841788167249,0,0,33,143,33,61,11,0.0007470779612001446,0.00012049644535486203,1,8,0,30,1974,GA
郭克時,39165,1309,0.03342269883824844,22,0,45,231,0,38,9,0.0007659900421294523,0.00012766500702157538,1,9,15,10,1731,GA
鄔勵德,40677,1126,0.02768149076873909,46,0,48,264,1,30,8,0.0005162622612287042,0.00027042308921503553,1,7,11,15,1894,GA
锫化合物,15950,2110,0.1322884012539185,0,0,33,73,16,11,1,0.00025078369905956113,0.0,0,7,3,5,901,GA
锿,53758,3162,0.05881915249823282,0,0,99,167,51,43,5,0.0008184828304624428,0.00013021317757357044,0,10,12,18,2668,GA
阿爾弗雷德王子 (大不列顛),14284,1103,0.07721926631195744,0,0,4,84,13,67,6,0.0011201344161299357,0.0,1,6,1,4,886,GA
雅达利游戏掩埋事件,29093,1166,0.04007836936720173,0,0,51,72,51,44,7,0.0010999209431822089,0.0001374901178977761,1,6,1,32,1801,GA
霸王行动,77544,4268,0.05503971938512329,0,0,0,224,59,466,3,0.0007350665428659857,0.0002708139894769421,1,9,18,11,3336,GA
韋斯科特站,17546,1839,0.10481021315399522,8,0,1,35,14,141,4,0.0019377635928416732,0.00022797218739313804,1,7,2,0,1043,GA
飓风拉斐尔,23231,1210,0.05208557530885455,0,0,24,117,24,17,17,0.0010331023201756275,4.3045930007317805e-05,1,5,3,18,1108,GA
高棘龍屬,36478,1990,0.05455342946433467,0,0,43,192,42,57,3,0.0006031032403092275,0.0002467240528537749,0,7,4,11,1919,GA
L 20e α计划,20607,2043,0.09914106856893289,10,0,0,76,10,177,3,0.0005337991944484884,4.852719949531713e-05,1,5,3,0,1169,B
香港LGBT權益,219013,799,0.003648185267541196,0,0,272,373,262,120,1,0.0008857921675882254,9.588471917192131e-05,1,21,69,116,5946,B
无胸罩日,29293,682,0.02328201276755539,0,0,63,27,63,23,6,0.0015362031884750623,0.0,1,5,0,55,1491,B
哈尔滨市,137069,8526,0.062202248502578994,0,0,149,699,92,191,10,0.0006420124171037944,0.00023345906076501616,1,20,55,93,5826,B
解析表达文法,14993,1342,0.08950843727072634,1,0,4,33,4,12,2,0.00026679116921229907,0.0,0,7,4,7,824,B
本因坊察元,20561,1597,0.07767131948835174,0,17,0,103,18,116,4,0.0001459073002285881,0.0,1,6,8,9,1101,B
成都地铁,96916,2736,0.02823063271286475,0,0,122,385,123,204,2,0.0004436831895662223,0.0001547732056626357,1,13,33,46,2954,B
恩尼格玛密码机,51341,1885,0.03671529576751524,11,0,29,145,6,32,10,0.0010323133557975108,0.0005064178726553826,0,10,12,34,2246,B
潘朔端,8514,738,0.08668076109936575,0,0,19,57,19,7,9,0.00035236081747709656,0.0,1,2,4,8,598,B
穆尔塔图里,7731,550,0.07114215496054845,3,0,5,23,0,7,2,0.0007760962359332557,0.0001293493726555426,1,5,0,0,644,B
光復大陸設計研究委員會,9008,292,0.03241563055062167,3,0,6,84,4,14,8,0.0006660746003552398,0.0004440497335701599,0,8,2,5,652,B
2007年太平洋颱風季,46741,1138,0.02434693309942021,0,0,11,379,11,138,1,0.0032091739586230504,0.0,1,7,30,21,1520,B
砸烂公检法,6625,168,0.025358490566037735,0,0,10,40,10,2,4,0.0,0.0,0,3,0,0,500,B
赫舍里氏,13782,1113,0.08075750979538529,0,0,18,103,5,29,2,0.00014511681903932666,7.255840951966333e-05,0,3,4,0,837,B
于斌,17709,1936,0.1093229431362584,0,0,2,200,2,34,18,0.0005646846236376983,0.000338810774182619,1,4,8,3,1383,B
顾颉刚,20000,981,0.04905,0,0,9,182,0,24,20,0.00025,5e-05,1,11,2,6,1454,B
大同盟戰爭,13541,3876,0.286241784210915,6,0,1,193,0,23,9,0.003323240528764493,0.002880141791595894,1,8,2,2,926,B
上村健太郎,17109,2055,0.12011222163773452,0,0,14,89,14,85,7,0.00046759015722719035,5.844876965339879e-05,1,4,5,3,1069,B
1919年5月29日日食,14960,1649,0.11022727272727273,0,0,11,134,10,46,3,0.00026737967914438503,6.684491978609626e-05,1,5,4,8,989,B
森美·李爾,14782,2862,0.19361385468813422,0,0,14,96,14,21,11,0.0002029495332160736,0.0,1,5,2,14,801,B
放射性碳定年法,91501,2221,0.024272958765477973,0,0,117,170,70,393,8,0.00042622485000163934,8.743073846187473e-05,0,11,26,23,3815,B
密西根州議會大廈,20186,414,0.02050926384623006,7,0,10,98,3,36,3,0.0008917071237491331,0.0003467749925691073,0,5,5,13,1336,B
噶哈巫語,15497,1514,0.09769632832161064,9,0,16,84,16,29,2,0.0009034006581919082,6.452861844227915e-05,1,9,4,28,1160,B
誠敬堂,7696,604,0.07848232848232849,0,0,6,47,6,12,7,0.0016891891891891893,0.0,0,5,0,2,671,B
斯特凡·埃德伯格,31706,2028,0.06396265691036397,0,0,1,129,1,73,13,0.00037847725982463886,0.0002523181732164259,1,18,16,5,1490,B
克里斯·博伊德,30155,2936,0.09736362129000166,0,0,53,197,51,35,11,0.0006300779306914276,3.3161996352180403e-05,0,5,3,17,1243,B
结构功能主义,15807,2226,0.14082368570886317,23,0,13,56,13,26,3,0.0004428417789586892,0.00012652622255962547,0,5,4,7,1083,B
烏崁流浪動物收容中心,7947,1073,0.13501950421542722,0,0,10,28,10,11,7,0.0007550018875047187,0.0,1,7,0,8,542,B
中国共产党台州市委员会,21708,700,0.03224617652478349,0,0,34,159,34,12,3,0.0003224617652478349,0.0,1,5,4,4,1035,B
尼俄伯号小巡洋舰,19197,2466,0.12845757149554618,9,0,0,115,9,116,7,0.0004167317810074491,0.0001562744178777934,1,4,3,0,1237,B
Kill This Love,30686,1799,0.05862608355601903,0,0,44,121,44,39,3,0.0015316430945708141,0.0,1,11,0,33,1396,B
1965年至1966年德国足球甲级联赛,26754,1546,0.05778575166330269,0,0,9,153,7,473,4,0.00037377588397996563,0.0,1,6,0,6,936,B
盧彥勳,128024,2849,0.02225363994251078,0,0,123,569,123,332,25,0.00019527588577141785,7.811035430856715e-06,1,8,23,24,3654,B
勐省镇,7445,1984,0.2664875755540631,0,0,9,63,7,8,0,0.0001343183344526528,0.0,0,6,0,5,597,B
三来一补,8715,541,0.06207687894434882,0,0,5,47,5,4,3,0.0,0.0,0,5,0,7,683,B
惠州学院,12284,1623,0.13212308694236405,0,0,12,104,2,13,4,0.00032562683165092806,8.140670791273201e-05,1,8,2,8,781,B
香港日佔時期,80491,5696,0.07076567566560236,29,0,64,581,48,67,6,0.0007330012051036762,0.00022362748630281646,1,14,39,38,4426,B
比阿特丽斯·爱丽丝·希克斯,10700,1430,0.1336448598130841,0,0,10,27,10,30,9,0.0008411214953271028,0.0,1,5,0,6,729,B
臺南市,145428,4529,0.03114255851692934,1,0,86,1404,30,336,7,0.0012583546497235746,0.0004194515499078582,0,16,56,57,6191,B
外星生命,69832,2096,0.03001489288578302,19,0,99,242,101,56,5,0.0005012028869286287,0.00011456065986940085,0,8,12,88,3269,B
克蘇魯的呼喚,2749,776,0.2822844670789378,0,0,4,18,1,7,3,0.0010913059294288831,0.0003637686431429611,1,4,0,1,297,B
京都放送,15515,4047,0.26084434418304864,0,0,14,64,14,60,5,0.0009023525620367387,6.445375443119562e-05,1,6,0,9,855,B
馬龍·希亞活,19267,2456,0.12747184304769812,0,0,27,121,25,32,20,0.0005709243784709607,5.1902216224632795e-05,0,3,7,13,1026,B
推拉式自強號,53348,750,0.014058633875684188,2,0,7,118,12,28,2,0.0016870360650821025,9.372422583789458e-05,0,15,26,6,2564,B
隆昌公寓,18155,470,0.02588818507298265,0,0,11,45,11,4,5,0.0007711374277058661,0.0001101624896722666,0,4,8,7,1090,B
大阪堺菌,7679,354,0.046099752571949475,0,0,6,38,6,15,3,0.002213829925771585,0.0,0,6,0,5,636,B
宁芙号小巡洋舰,10562,1530,0.14485892823328914,2,0,2,88,2,75,5,0.0005680742283658398,9.46790380609733e-05,1,4,0,0,879,B
2010年大韓民國地方選舉,58657,2689,0.04584278091276404,0,0,28,181,7,279,3,0.0005796409635678606,0.00042620659085872105,1,6,6,5,1320,B
老特拉福德球场,60271,4058,0.06732922964609846,0,0,89,228,89,40,6,0.0013439299165436114,0.00018250900101209538,1,9,11,33,2405,B
台灣精品獎,5959,572,0.09598925994294345,0,0,3,33,3,6,2,0.002181574089612351,0.0001678133915086424,1,6,0,3,439,B
费比安·布兰迪,16622,3630,0.21838527253038142,0,0,23,119,23,9,15,0.00018048369630610034,0.0,0,4,2,6,851,B
胡安·卡洛斯·费雷罗,23896,1103,0.04615835286240375,0,0,8,146,2,25,4,0.0004184800803481754,0.00012554402410445262,1,9,7,9,1095,B
苏格兰历史,22024,564,0.025608427170359608,13,0,2,161,0,17,1,0.0004540501271340356,0.00018162005085361425,0,9,7,10,1502,B
密歇根大学,72975,7542,0.10335046248715314,0,0,15,670,15,33,6,0.00019184652278177457,0.0001644398766700925,1,9,21,12,3824,B
沃尔姆斯火车总站,36165,1567,0.0433291856767593,0,0,36,208,14,182,3,0.0005530208765380893,0.0003041614820959491,1,8,16,14,1804,B
新宿,32690,732,0.02239216885897828,6,0,28,300,1,98,4,0.0010400734169470787,0.0006423982869379015,1,12,25,11,1970,B
莊東,7942,1626,0.20473432384789725,0,0,9,56,9,11,13,0.00012591286829513975,0.0,1,4,0,3,628,B
客家话,69293,2756,0.03977313725773166,0,0,57,521,43,125,9,0.000606121830487928,2.8862944308948957e-05,1,13,25,48,3450,B
杰克·莱斯特,26286,2000,0.0760861294985924,0,0,54,179,54,8,7,0.0005326029064901468,0.0,0,4,0,3,1101,B
苗栗縣歷史,8921,414,0.046407353435713485,0,0,13,69,1,11,2,0.0003362851698240108,0.0,0,7,0,14,644,B
阿倫·奇勒,14949,1460,0.09766539567864072,0,0,3,174,3,34,13,0.0,0.0,0,6,0,8,908,B
蛇鹈,39538,2948,0.0745611816480348,0,0,44,219,30,117,3,0.0005058424806515251,0.00022762911629318632,0,6,5,17,2277,B
噶盖,4622,838,0.18130679359584595,6,6,0,31,6,36,6,0.0006490696668109044,0.0,0,4,0,1,370,B
高麗,47575,4994,0.10497109826589596,1,0,33,382,23,106,5,0.0005465055176037835,0.00025223331581713084,1,8,21,8,2843,B
中华人民共和国文物保护制度,22120,1160,0.05244122965641953,0,0,28,117,28,15,3,0.000678119349005425,0.00027124773960217,0,10,4,25,1172,B
第二次布匿战争,16594,1836,0.11064240086778354,0,0,7,100,0,25,1,0.0003615764734241292,0.000301313727853441,1,8,5,0,1102,B
慕尼黑,238425,7592,0.03184229841669288,20,0,148,918,111,1048,3,0.0008136730628080109,0.00040683653140400543,1,17,99,78,8595,B
生长曲线 (生物),3803,264,0.06941887983171181,0,0,2,27,3,2,3,0.0007888509071785432,0.0005259006047856955,0,7,0,4,355,B
二战时英国的反入侵战备,53453,354,0.0066226404504892145,29,0,103,170,66,11,4,0.0005238246684002768,0.0002806203580715769,0,12,13,34,2341,B
水星,85582,5326,0.06223271248627048,1,0,108,358,102,86,3,0.0008997219041387207,0.00012853170059124583,1,15,12,52,3769,B
齐内丁·齐达内,35763,4460,0.12470989570226211,0,0,17,305,7,114,32,0.0007270083605961468,0.000503313480412717,0,9,4,13,1846,B
拜占庭－奧斯曼戰爭,41512,1523,0.036688186548467915,8,0,65,145,37,10,3,0.00028907303912121797,0.0003372518789747543,1,12,5,1,2060,B
暴風傳奇,32034,1030,0.03215333707935319,0,0,49,97,48,12,6,0.0007179871386651682,9.365049634763064e-05,1,6,2,20,1597,B
林清凉,23756,1450,0.06103721165179323,0,0,20,103,20,66,12,0.0003788516585283718,4.209462872537464e-05,1,7,4,17,1358,B
SHA家族,8019,1038,0.12944257388701833,3,0,7,34,7,36,1,0.0,0.0,0,5,2,14,518,B
近园,10026,724,0.07221224815479753,0,0,11,32,11,14,3,0.0011968880909634949,9.974067424695791e-05,0,4,0,7,797,B
古斯塔夫三世,20141,1121,0.055657613822551015,0,0,9,145,4,37,4,0.0004468497095476888,0.00029789980636512584,1,9,0,7,1494,B
禄丰古猿,16212,605,0.03731803602269924,0,0,29,113,27,61,5,0.0001233654083395016,0.0,0,6,5,2,1016,B
亚西尔·阿拉法特,19060,1967,0.10320041972717733,0,0,6,109,4,44,6,0.0007869884575026233,0.0002098635886673662,1,6,6,23,1342,B
最終幻想系列,124355,2650,0.021309959390454745,0,0,223,330,223,24,4,0.0015841743395922962,7.237344698645008e-05,1,7,15,78,3777,B
木衛一的火山活動,52727,4446,0.08432112579892655,0,0,58,265,60,11,2,0.0004551747681453525,0.00022758738407267624,0,8,3,11,2315,B
美因茨号小巡洋舰,13992,2033,0.14529731275014293,6,0,1,87,7,90,5,0.0013579188107489995,0.0002858776443682104,1,5,0,2,1048,B
德國統一日,15281,541,0.0354034421831032,0,0,11,136,0,41,5,0.0008507296642889863,0.0001308814868136902,1,7,8,15,973,B
韓醫歷史,19459,372,0.019117118043064905,0,0,10,125,10,43,2,0.00015417030679891052,0.00015417030679891052,0,8,0,0,1231,B
克雷格·贝拉米,16368,3054,0.18658357771260997,0,0,9,124,9,14,16,0.0010386119257086998,6.109481915933529e-05,1,5,2,7,1014,B
中華民國與加拿大關係,72931,1905,0.026120579726042422,0,0,81,406,81,114,3,0.0008501186052570237,6.855795203685675e-05,1,9,20,40,2537,B
托尼·帕克,68259,3283,0.04809622174365285,0,0,52,428,16,157,8,0.000351601986551224,8.7900496637806e-05,1,10,19,36,3018,B
風暴殭屍網路,53213,5052,0.09493920658485708,0,0,66,130,67,10,2,0.0006013568113055081,3.7584800706594254e-05,0,9,0,50,2218,B
啟發課程,11389,1690,0.14838879620686626,0,0,21,28,9,11,6,0.00017560804284836245,8.780402142418122e-05,0,4,4,21,817,B
联合国,71551,5400,0.07547064331735405,11,0,109,439,55,190,10,0.000726754343056002,0.00015373649564646196,1,15,19,40,3343,B
蒂姆·邓肯,40028,3537,0.08836314579794144,0,0,16,232,18,91,12,0.00014989507344858599,0.0,1,12,29,11,2023,B
布拉格定律,14482,2451,0.16924457947797267,0,0,9,118,6,16,4,0.00034525618008562355,0.00027620494406849883,0,9,0,7,937,B
乔治·巴顿对第三集团军的演讲,23036,1631,0.07080222260809169,0,0,9,58,9,75,2,0.00017364125716270185,8.682062858135092e-05,0,5,0,5,1457,B
巴托里·斯特凡,15416,1424,0.09237156201349248,1,0,4,144,1,41,5,0.000713544369486248,0.0002594706798131811,1,10,0,4,1079,B
羅賓·索德靈,26245,1339,0.0510192417603353,0,0,23,186,23,17,4,0.00019051247856734617,0.0,1,6,14,19,1057,B
終極動員令 (1995年遊戲),33772,2681,0.07938528958900865,0,0,36,159,20,20,8,0.0007994788582257491,0.0,1,6,6,19,1967,B
澳大利亚维多利亚十字勋章,37680,3899,0.10347664543524417,0,0,48,115,46,44,4,0.0006634819532908704,7.961783439490445e-05,1,8,6,30,1655,B
法比奧·干查奧,17709,3272,0.1847648088542549,0,0,18,121,18,54,19,0.0005082161612739285,0.0,1,4,7,13,808,B
上海縣城墻,17011,538,0.031626594556463467,0,0,23,90,14,6,3,0.0019399212274410675,0.00035271295044383044,0,5,9,6,1129,B
波音747,112671,5281,0.04687097833515279,6,0,182,416,16,206,4,0.0014821915133441613,0.000319514338205927,1,12,29,92,4414,B
2009年世界運動會中華台北代表團,20412,1929,0.09450323339212229,0,0,1,186,1,225,3,0.0006858710562414266,0.00029394473838918284,1,9,17,5,755,C
2014年國際足協世界盃申辦過程,8812,204,0.02315024965955515,0,0,9,59,8,5,1,0.00045392646391284613,0.00011348161597821153,0,4,1,9,618,C
2015年至2016年英格蘭足球超級聯賽,74217,3276,0.0441408302679979,0,0,39,248,39,839,2,0.00018863602678631582,0.0,1,6,10,17,1573,C
2015年香港區議會選舉,204039,3383,0.01658016359617524,0,0,115,1624,29,195,4,0.00032346757237586933,4.410921441489127e-05,1,18,32,31,6356,C
2019年山形地震,15442,1963,0.12712083926952467,0,0,23,102,23,25,4,0.0013599274705349048,0.00012951690195570523,1,5,7,19,961,C
868入侵,14215,735,0.05170594442490327,0,0,19,45,19,14,10,0.001055223355610271,0.00014069644741470278,1,5,0,16,718,C
Pata (吉他手),9545,943,0.09879518072289156,0,0,0,54,0,14,4,0.0007333682556312205,0.0,1,9,13,5,649,C
VIVA LA ROCK,44703,1602,0.035836521038856456,0,0,39,226,38,361,4,0.000581616446323513,0.0,1,5,8,11,1517,C
万代南梦宫电子游戏系列列表,43858,651,0.014843358110264946,0,0,68,158,68,4,2,0.0016416617264809158,6.840257193670482e-05,0,2,0,33,1721,C
万国商团,9612,1310,0.13628797336662504,0,0,5,81,5,3,3,0.0013524760715771952,0.00010403662089055348,1,5,0,5,734,C
严重急性呼吸道综合征冠状病毒,12541,2976,0.23730165058607766,8,0,14,43,21,19,2,0.0009568614942987002,7.973845785822502e-05,0,6,0,13,861,C
中国科学院宁波材料技术与工程研究所,11584,2020,0.17437845303867403,0,0,17,24,17,17,4,0.00017265193370165745,8.632596685082873e-05,1,6,2,14,458,C
中華民國與世界衛生組織關係,83411,409,0.004903430003236983,0,0,111,312,101,35,5,0.0009111508074474589,2.397765282756471e-05,0,6,12,50,2977,C
南19線,41145,423,0.010280714546117389,6,0,26,440,3,191,0,0.0021387774942277313,0.0019443431765706646,1,11,0,11,1030,C
南2線,27108,468,0.017264276228419653,6,0,23,212,5,144,0,0.0023609266637155085,0.0019551423933894052,1,12,0,11,911,C
南華足球隊歷史,92619,1773,0.0191429404333884,0,0,150,669,34,165,2,0.000323907621546335,0.00010796920718211166,0,9,19,28,3635,C
卡里姆·贝拉拉比,11736,1953,0.1664110429447853,0,0,14,66,11,38,8,0.0007668711656441718,8.520790729379687e-05,1,4,3,12,693,C
卧倒并掩护,13150,705,0.05361216730038023,0,0,12,66,3,15,8,0.0006844106463878327,0.00022813688212927757,1,6,0,12,965,C
原德商東興洋行,5611,564,0.10051684191766173,0,0,7,21,7,34,4,0.0007128854036713598,0.0005346640527535199,0,6,0,2,507,C
和平饭店 (上海),6824,1828,0.26787807737397423,0,0,4,57,0,9,4,0.002198124267291911,0.0004396248534583822,1,8,0,6,554,C
和歌山線,23869,1091,0.045707821860991246,0,0,8,140,0,147,4,0.0006284301814068457,0.00020947672713561523,1,10,11,4,1029,C
坎巴拉太空计划,38201,7251,0.18981178503180546,0,0,67,124,64,36,13,0.001047093008036439,0.00013088662600455487,1,8,5,40,1519,C
夢工廠悸動恐慌,13644,733,0.05372324831427734,0,0,15,62,15,23,4,0.00043975373790677223,0.0002931691586045148,1,6,0,14,925,C
大埔公路雙層巴士翻側事故,71851,1570,0.021850774519491727,0,0,132,206,131,15,11,0.001252592169907169,0.00016701228932095586,1,9,22,39,3015,C
大武壠族,43418,1437,0.033096872264959235,0,0,45,220,39,20,2,0.001957713390759593,0.00025335114468653556,1,10,31,21,2280,C
天文學,63371,1240,0.019567309968282022,0,0,105,433,88,72,2,0.0009152451436777075,0.00028404159631377127,0,12,15,61,3057,C
张诚德,4171,1420,0.34044593622632463,0,0,5,36,5,8,6,0.0002397506593143131,0.0,0,3,0,5,308,C
拉内利足球俱乐部,9246,1451,0.15693272766601774,0,0,6,44,6,37,2,0.0015141682889898333,0.0005407743889249405,1,7,3,5,601,C
新生活運動,25484,559,0.021935331973002667,40,0,20,84,1,27,5,0.0003139224611520954,0.0001569612305760477,0,8,11,3,1609,C
新西蘭航空,18313,2511,0.13711571015125867,0,0,15,114,14,48,4,0.0024572707912411946,0.0005460601758313766,1,7,4,14,998,C
日本色情业,9001,476,0.05288301299855572,0,0,10,68,8,18,2,0.002110876569270081,0.00033329630041106545,0,4,6,9,879,C
星際大戰三部曲：西斯大帝的復仇,68673,3024,0.04403477349176532,0,0,47,307,36,95,25,0.0008445822958076683,2.912352744164373e-05,1,13,10,32,3265,C
曾参,12131,896,0.0738603577611079,0,0,6,112,0,14,7,0.000164866870002473,0.000164866870002473,0,8,5,1,1087,C
水力發電,31915,1702,0.05332915556948144,0,0,33,102,25,43,3,0.0007833307222309259,9.39996866677111e-05,0,8,32,28,1816,C
求生之路,45393,2641,0.058180776771748946,0,0,55,171,24,39,13,0.0007049545084043795,8.811931355054744e-05,1,11,11,34,2308,C
洱海,7239,853,0.11783395496615555,0,0,6,64,4,15,5,0.0008288437629506838,0.0002762812543168946,1,6,2,3,733,C
渝北区,19151,842,0.04396637251318469,0,0,19,64,0,17,5,0.00041773275546968825,0.0001566497833011331,1,9,3,2,1252,C
滙豐銀行大樓 (上海),16095,1807,0.1122708915812364,0,0,7,128,2,19,7,0.0008698353525939732,0.0004970487729108419,1,7,3,6,1161,C
玉山國家公園,20609,1541,0.07477315735843564,0,0,15,213,8,22,3,0.002232034548013004,0.00038817992139356593,1,6,14,4,1283,C
王家沙点心店,7894,1448,0.18343045350899417,0,0,5,67,5,6,4,0.000886749429946795,0.0002533569799847986,1,3,3,3,661,C
电解质,17285,400,0.023141452126120916,0,2,24,68,23,13,5,0.0006942435637836274,0.00011570726063060458,0,10,5,12,1071,C
硼化钽,4149,189,0.0455531453362256,0,0,5,14,5,3,3,0.0016871535309713184,0.00048204386599180526,0,3,0,2,366,C
維多利亞港,52731,1600,0.030342682672431776,0,0,57,349,14,73,5,0.0014223132502702396,0.00039824771007566706,0,10,22,41,2517,C
網球賽事委員會,8359,713,0.0852972843641584,0,0,9,14,5,38,3,0.000598157674362962,0.00023926306974518484,0,6,4,2,615,C
纪念中国人民抗日战争暨世界反法西斯战争胜利70周年大会,57406,2533,0.0441243075636693,0,0,41,536,37,111,11,0.00040065498379960283,0.00027871651046928894,1,10,14,39,2589,C
羟氯喹,22220,6385,0.28735373537353737,0,0,30,44,27,23,6,0.0009000900090009,0.0,1,3,1,26,1366,C
芥川龙之介,12643,1364,0.10788578660128134,0,0,0,163,0,43,10,0.00023728545440164517,7.909515146721506e-05,1,7,0,1,1017,C
苹果,33675,2563,0.07610987379361545,0,0,44,163,32,44,4,0.0012175204157386784,0.0002078693392724573,0,10,9,25,2422,C
陳香梅,9252,989,0.10689580631214872,0,0,6,111,0,13,13,0.00032425421530479895,0.00010808473843493298,1,7,0,5,735,C
鳥山求,10755,484,0.04500232450023245,0,0,14,77,14,13,3,0.00037192003719200374,9.298000929800093e-05,1,6,0,15,765,C
1950年代香港,27303,1234,0.045196498553272534,0,0,29,239,7,22,1,0.0009156502948393949,0.0002930080943486064,0,11,10,16,1854,C
2010年瓜地马拉市沉洞,16924,2835,0.16751359016780903,0,0,23,41,23,14,3,0.0011226660363980146,0.0002363507445048452,1,5,4,15,895,C
2017年中華職棒紅白明星對抗賽,16161,1996,0.12350720871233216,0,0,12,144,12,18,2,0.00037126415444588826,6.18773590743147e-05,0,8,2,11,716,C
2017年浦項地震,13758,3801,0.27627562145660706,0,0,21,64,21,17,5,0.001017589765954354,0.0,1,8,0,19,904,C
H.264/MPEG-4 AVC,32050,1870,0.05834633385335414,0,0,6,188,2,40,8,0.00031201248049921997,0.0,1,9,7,22,1847,C
世界自由日,6508,319,0.04901659496004917,0,0,6,64,4,13,6,0.00015365703749231714,0.00015365703749231714,0,4,0,5,633,C
中国国家铁路集团,28006,3228,0.11526101549667929,1,0,21,207,20,44,4,0.0008926658573162894,0.00017853317146325788,1,8,14,18,1115,C
中央高速公路支线,4895,2077,0.4243105209397344,0,0,5,59,0,12,4,0.004698672114402451,0.004290091930541369,1,4,2,5,333,C
中華民國與加彭關係,10217,926,0.09063325829499853,0,0,10,58,10,32,3,0.0011745130664578642,0.00029362826661446606,1,7,7,9,575,C
以巴冲突,45809,1416,0.030910956362286888,0,0,19,225,13,38,4,0.000371106114518981,0.000109148857211465,1,5,18,38,2619,C
伊朗危机,15398,2939,0.19086894401870372,0,0,11,102,3,28,11,0.0014287569814261593,0.000129886998311469,1,7,3,8,992,C
伊萨姆·扎赫雷丁,13698,3722,0.27171849905095635,0,0,20,51,17,18,5,0.0008760402978537013,0.0001460067163089502,1,5,0,17,841,C
光复路 (广州),5206,543,0.10430272762197465,0,0,5,39,4,4,3,0.0,0.0,1,5,2,5,464,C
光海，成为王的男人,8449,1732,0.2049946739259084,0,0,9,52,9,27,11,0.0022487868386791335,0.0,1,7,2,14,612,C
台北101跨年煙火表演,22042,1015,0.0460484529534525,2,0,12,133,5,21,6,0.002041557027492968,4.536793394428818e-05,0,7,18,11,1426,C
吴杰故居,5945,776,0.13052985702270817,0,0,7,33,6,8,1,0.0018502943650126156,0.0,0,5,0,4,480,C
和平,16579,517,0.031184027987212738,0,0,10,214,3,45,6,0.0014476144520176126,0.0007238072260088063,0,10,7,10,1192,C
太妍,65871,3389,0.05144904434424861,0,0,73,349,39,131,20,0.0011082266854913392,0.0,1,15,34,43,2604,C
小野田線,21811,1339,0.06139104121773417,1,0,9,85,2,66,4,0.0006877263765989639,0.0003667874008527807,1,12,8,3,952,C
已阅门,5388,753,0.13975501113585745,0,0,8,20,8,5,6,0.0,0.0,0,6,0,8,418,C
志田光,2989,1884,0.6303111408497826,0,0,5,17,4,18,4,0.0013382402141184342,0.0,1,4,0,6,230,C
摩加迪沙之戰,19187,1466,0.07640589982800855,1,0,16,109,5,25,8,0.0005733048418199823,0.0002605931099181738,1,8,6,4,1367,C
斜果狸藻,7136,2661,0.37289798206278024,0,0,3,105,3,18,18,0.0009809417040358745,0.00014013452914798206,0,5,0,3,539,C
日本高速公路,36366,577,0.01586646867953583,3,0,31,287,22,41,2,0.0005224660397074191,0.0003849749766265193,0,12,11,15,1674,C
最終幻想IV (任天堂DS),15597,1667,0.10687952811438096,0,0,25,59,25,22,8,0.0007693787266782073,0.0,1,7,0,22,890,C
末次冰期,27608,1776,0.06432917994784121,0,0,33,252,30,10,2,0.0009417560127499276,0.0001448855404230658,0,5,9,21,1679,C
查公館,5137,1196,0.23282071247810004,0,0,8,21,8,6,2,0.0003893322951138797,0.00019466614755693986,1,2,4,8,466,C
柯迪萊夫斯基雲,6011,576,0.09582432207619364,6,0,4,22,7,20,3,0.00033272334054233906,0.00016636167027116953,0,5,0,7,512,C
沙祖康,8232,821,0.09973275024295432,0,0,7,52,5,14,8,0.00036443148688046647,0.0,1,5,4,9,618,C
海峡群岛国家公园,10832,2332,0.21528803545051697,0,0,11,57,10,26,5,0.0012001477104874446,0.00018463810930576072,1,8,0,9,775,C
海洋 (马丁·盖瑞斯歌曲),27951,3076,0.11004972988444063,0,0,43,57,44,75,10,0.0011448606489928804,3.577689528102751e-05,1,8,2,29,960,C
王熾,5475,693,0.12657534246575342,0,0,0,107,0,9,3,0.00018264840182648402,0.0,1,3,0,3,551,C
琉球群岛,29580,8831,0.29854631507775525,0,0,34,272,27,66,4,0.0006085192697768763,3.380662609871535e-05,1,6,8,23,1507,C
瑪麗·李奇,1461,589,0.40314852840520193,1,0,0,27,1,4,5,0.0013689253935660506,0.0006844626967830253,1,2,0,0,144,C
甬台温铁路,20365,1504,0.0738521973974957,0,0,32,155,31,13,6,0.0012275963663147557,0.0,1,10,4,16,1005,C
約翰·史蒂文斯,15995,2160,0.13504220068771491,0,0,23,73,22,24,10,0.0007502344482650828,0.0,1,5,0,21,884,C
縣道149號,4664,497,0.10656089193825043,0,0,0,70,0,17,4,0.0027873070325900515,0.003001715265866209,1,6,4,0,296,C
胡蝶,14103,688,0.04878394667801177,0,0,9,79,5,17,7,7.090689924129617e-05,7.090689924129617e-05,0,9,0,7,1147,C
英格兰联邦,5167,1926,0.37275014515192567,0,0,0,53,0,18,9,0.0032901103154635183,0.0,1,3,0,0,333,C
